question,gpt_answer,enhanced_answer,rating
"Câu 5. Em gái tôi dạy học ở điểm trường X, huyện N, tỉnh Sơn La. Năm 2005, em gái tôi kết hôn với một người dân tộc sống tại địa phương nơi em dạy học. Sau một thời gian chung sống, do có nhiều bất đồng trong nếp sống với gia đình nhà chồng cũng như không chịu được cảnh chồng suốt ngày rượu chè, không chịu làm ăn nên em muốn ly hôn. Tuy nhiên, theo tập quán tại địa phương thì khi ly hôn, nếu do người vợ yêu cầu ly hôn thì nhà gái phải trả lại nhà trai toàn bộ đồ sính lễ và những phí tổn khác, con phải theo cha. Chính vì vậy, em gái tôi vẫn băn khoăn chưa nộp đơn ra Tòa án. Vậy xin hỏi, tập quán trên có được Tòa án chấp nhận không?
","Theo Luật Hôn Nhân và Gia Đình hiện hành, tập quán truyền thống không phải là cơ sở pháp lý để giải quyết vấn đề ly hôn. Tòa án sẽ xem xét và giải quyết vấn đề ly hôn dựa trên quy định của pháp luật. Do đó, nếu em gái của bạn muốn ly hôn, cần phải nộp đơn ra Tòa án để tiến hành quy trình ly hôn theo quy định pháp luật và không bị áp đặt theo tập quán truyền thống.","Theo Luật Hôn nhân và Gia đình của Việt Nam, trong trường hợp các bên không có thỏa thuận và pháp luật không quy định, tập quán tốt và không vi phạm quy định luật nhưng cần phải bảo đảm quyền lợi chính đáng của vợ và con được áp dụng (Điều 7, Luật Hôn nhân và Gia đình). 

Trong trường hợp vợ hoặc chồng yêu cầu ly hôn và không có thỏa thuận về việc chia tài sản, việc trông nom, nuôi dưỡng, chăm sóc, giáo dục con, Tòa án sẽ giải quyết việc ly hôn và bảo đảm quyền lợi chính đáng của vợ và con (Điều 55, Luật Hôn nhân và Gia đình). Tập quán tại địa phương không thể vi phạm quy định của luật và cần phải đảm bảo quyền lợi của các bên.

Vì vậy, nếu em gái của bạn yêu cầu ly hôn và không thỏa thuận về việc trả lại nhà trai đồ sính lễ và các chi phí khác, Tòa án sẽ giải quyết việc ly hôn và bảo đảm quyền lợi của em gái trong quá trình ly hôn. Em gái của bạn cần chuẩn bị hồ sơ cần thiết và nộp đơn ra Tòa án để giải quyết tình huống gia đình của mình.",4
"Câu 6. Từ tháng 02/2010, anh B đột nhiên bỏ nhà đi không để lại tin tức gì cho gia đình và vợ là chị A. Cảm thông trước hoàn cảnh khó khăn của chị A một mình nuôi 3 con nhỏ, anh H thường xuyên quan tâm, giúp đỡ chị từ vật chất, đến động viên tinh thần. Thế rồi giữa anh H và chị A nảy sinh tình cảm và có nguyện vọng chung sống với nhau. Nay chị A muốn yêu cầu Tòa án tuyên bố anh B mất tích và xin được ly hôn với anh B thì có được không? Tài sản chung của anh chị sẽ được xác định như thế nào?
","Theo quy định của pháp luật, nếu một người mất tích trên 12 tháng mà không có tin tức gì, người còn lại có thể đưa ra đơn xin tòa án tuyên bố người mất tích. Trong trường hợp này, nếu chị A đã đợi anh B trở về trong thời gian đủ lâu và không có tin tức gì từ anh B, chị A có thể yêu cầu tòa án tuyên bố anh B mất tích và xin được ly hôn với anh B.

Về việc xác định tài sản chung của anh chị, tùy thuộc vào hôn nhân giữa họ đã được phân chia tài sản chưa. Nếu đã có sự phân chia tài sản trước khi anh B mất tích, tài sản riêng của chị A và tài sản riêng của anh B sẽ được xác định theo quy định pháp luật. Nhưng nếu chưa có sự phân chia tài sản, tài sản chung của anh chị sẽ được phân chia công bằng sau khi tòa án tuyên bố anh B mất tích và ly hôn giữa hai bên được chấp nhận.","Theo Điều 51 của Bộ luật Dân sự nước ta, chị A có quyền yêu cầu Tòa án giải quyết ly hôn với anh B do anh B đã bỏ nhà đi từ tháng 02/2010 mà không để lại tin tức gì cho gia đình và vợ là chị A. Trường hợp này việc ly hôn có thể được xem xét và quyết định theo quy định của pháp luật.

Về việc xác định tài sản chung của anh chị, nếu tài sản của vợ chồng trong khối tài sản chung của gia đình không xác định được thì vợ hoặc chồng được chia một phần trong khối tài sản chung của gia đình căn cứ vào công sức đóng góp của vợ chồng vào việc tạo lập, duy trì, phát triển khối tài sản chung cũng như vào đời sống chung của gia đình (theo Điều 61 của Bộ luật Dân sự).

Tùy theo tình hình cụ thể, trong trường hợp không thỏa thuận được với gia đình về việc chia tài sản chung, chị A có thể yêu cầu Tòa án giải quyết việc chia tài sản chung với anh B theo quy định của pháp luật.",2
"Câu 7. Anh A bỏ nhà đi không có tin tức gì từ tháng 5/2011. Ngày 20/3/2016, chị P, vợ anh A đã gửi đơn lên Tòa án nhân dân huyện yêu cầu tuyên bố anh A mất tích, xin ly hôn anh A và được Tòa án cho ly hôn. Ngày 10/4/2017, anh A đột nhiên trở về và muốn xây dựng lại gia đình với chị P. Chị P đồng ý với yêu cầu của anh A song còn băn khoăn không biết quyết định cho ly hôn của Tòa án trong trường hợp của anh chị có còn hiệu lực pháp luật không? Để chung sống hợp pháp, anh chị phải làm gì?
","Trong trường hợp anh A trở về sau khi đã được Tòa án tuyên bố mất tích và cho ly hôn, quyết định ly hôn của Tòa án vẫn còn hiệu lực pháp luật cho đến khi được hủy bỏ bởi cùng một Tòa án hoặc Tòa án khác thông qua quy trình pháp lý. Để chung sống hợp pháp, anh chị cần thực hiện các bước sau:

1. Anh chị cần đến Tòa án để rút lại đơn khai triển ly hôn đã nộp trước đó.

2. Sau khi quyết định ly hôn được hủy bỏ, anh chị cần đăng ký kết hôn lại với cùng nhau theo quy trình và thủ tục hôn nhân của pháp luật.

3. Anh chị cũng cần tham khảo ý kiến của luật sư để được tư vấn và hỗ trợ trong quá trình giải quyết vấn đề này.

Như vậy, để chung sống hợp pháp, anh chị cần hoàn thành các bước trên để điều chỉnh tình trạng hôn nhân của mình theo quy định của pháp luật.","Theo Điều 56 Luật Hôn nhân và Gia đình số 24/2014/QH13, trong trường hợp vợ hoặc chồng yêu cầu ly hôn do vợ hoặc chồng bị tuyên bố mất tích, Tòa án sẽ giải quyết cho ly hôn. Tuy nhiên, nếu sau khi ly hôn một bên trở về và muốn tái lập gia đình, quyết định ly hôn của Tòa án vẫn còn hiệu lực pháp lý và hợp lệ.

Để chung sống hợp pháp, anh chị cần phải tiến hành các thủ tục tái hôn. Anh A và chị P cần nộp đơn xin tái kết hôn tại cơ quan đăng ký kết hôn cùng với các giấy tờ liên quan như hộ khẩu, chứng minh nhân dân và giấy chứng tử viết tay của Tòa án về quyết định ly hôn. Sau khi hoàn thành các thủ tục, anh chị mới có thể tái lập gia đình và chung sống hợp pháp theo quy định của pháp luật.",3
"Câu 8. Năm 2000, tôi kết hôn và hai vợ chồng tôi chung sống với bố mẹ chồng. Cuộc sống gia đình tôi thuận hòa, hạnh phúc cho đến khi tôi phát hiện chồng tôi vẫn thường xuyên qua lại với người yêu cũ và đã có một người con chung. Không chấp nhận sự lừa dối, nên tôi muốn ly hôn song tôi không rõ nếu ly hôn thì tài sản của vợ chồng tôi sẽ được chia như thế nào?
","Theo Luật Hôn Nhân và Gia Đình hiện hành, khi đôi vợ chồng ly hôn, tài sản chung của họ sẽ được chia đều giữa họ, trừ các trường hợp ngoại lệ như tài sản riêng của mỗi bên trước khi kết hôn hoặc tài sản được thừa kế. Tài sản chung bao gồm tài sản mà vợ chồng đã mua, tích lũy trong thời gian chung sống, thu nhập từ công việc và doanh nghiệp, cũng như các giá trị khác như tiền tiết kiệm, tài sản cùng tên, v.v.

Vì vậy, sau khi ly hôn, tài sản của vợ chồng sẽ được chia đều giữa hai bên, tùy vào quyết định của tòa án sau khi xem xét các thông tin và chứng cứ liên quan đến việc chia tài sản. Để biết rõ hơn về quy định cụ thể và quy trình chia tài sản trong trường hợp ly hôn, bạn nên tìm đến luật sư để được tư vấn và hỗ trợ cụ thể cho trường hợp của mình.","Theo Điều 61 của Luật hôn nhân và gia đình số 24/2014/QH13, trong trường hợp vợ chồng sống chung với gia đình mà tài sản của vợ chồng trong khối tài sản chung của gia đình không xác định được thì vợ hoặc chồng sẽ được chia một phần trong khối tài sản chung của gia đình căn cứ vào công sức đóng góp của vợ chồng vào việc tạo lập, duy trì, phát triển khối tài sản chung cũng như vào đời sống chung của gia đình. Trong trường hợp không thỏa thuận được việc chia tài sản, bạn có thể yêu cầu Tòa án giải quyết.

Vì vậy, trong trường hợp bạn quyết định ly hôn với chồng và tài sản cụ thể không được xác định, quyết định về việc chia tài sản sẽ căn cứ vào công sức đóng góp của bạn và chồng vào việc tạo lập, duy trì, phát triển khối tài sản chung và đời sống chung của gia đình. Trong trường hợp không thỏa thuận được việc chia tài sản, bạn có thể yêu cầu Tòa án giải quyết.

Để được tư vấn, hỗ trợ cụ thể hơn về quy trình và quy định liên quan đến việc ly hôn và chia tài sản, bạn nên tham khảo ý kiến của một luật sư để được hỗ trợ đầy đủ và chính xác nhất.",4
"Câu 9. Năm 2005, sau 5 năm dành dụm tiết kiệm, anh A mua được 01 căn hộ tập thể cũ tại ngoại ô thành phố. Đến đầu năm 2007, anh A kết hôn với chị B. Sau khi sinh con, do nhu cầu chỗ ở tăng nên anh chị xin phép cơ quan có thẩm quyền và được đồng ý cho sửa chữa, tôn tạo căn hộ trên. Vừa qua, anh A phát hiện chị B có quan hệ bất chính với người đàn ông khác nên yêu cầu ly hôn. Về con gái, anh chị thống nhất do anh A nuôi, hàng tháng chị B cấp dưỡng cho con là 1 triệu đồng. Về tài sản chung, chị B không có nhu cầu sử dụng nên yêu cầu anh A định giá rồi chia đôi. Anh A không đồng ý vì cho rằng nhà là do anh mua trước khi kết hôn. Hỏi, trong trường hợp này quyền lợi của các bên đối với căn hộ tập thể được xác định như thế nào?
","Trong trường hợp này, quyền lợi về căn hộ tập thể của anh A và chị B được xác định như sau:

1. Căn hộ tập thể được mua vào năm 2005 trước khi kết hôn, do đó căn hộ này được xem xét là tài sản riêng của anh A.

2. Sau khi kết hôn, anh chị đã sửa chữa và tôn tạo căn hộ, tuy nhiên, việc sửa chữa và tôn tạo chỉ tạo ra giá trị gia tăng cho căn hộ mà không thay đổi về quyền sở hữu của căn hộ. Do đó, căn hộ vẫn được xem là tài sản riêng của anh A.

3. Trong trường hợp ly hôn, căn hộ tập thể không phải là tài sản chung của vợ chồng nên chị B không có quyền chia đôi tài sản này với anh A.

4. Liên quan đến việc nuôi con, chị B cấp dưỡng cho con 1 triệu đồng hàng tháng theo thỏa thuận của hai bên.

Tóm lại, căn hộ tập thể được mua trước khi kết hôn sẽ thuộc quyền sở hữu riêng của anh A và không phải chia sẻ với chị B trong quá trình ly hôn.","Theo quy định tại Điều 62 của Luật Hôn nhân và Gia đình số 24/2014/QH13, quyền sử dụng đất và nhà ở là tài sản riêng của bên nào thì khi ly hôn vẫn thuộc về bên đó. Trong trường hợp căn hộ tập thể đã được anh A mua trước khi kết hôn với chị B và căn hộ này được sửa chữa, tôn tạo từ tài sản riêng của anh A thì căn hộ này vẫn được coi là tài sản riêng của anh A.

Do đó, khi ly hôn, quyền sử dụng và sở hữu căn hộ tập thể sẽ thuộc về anh A mà không cần phải chia đôi với chị B. Chị B không có quyền yêu cầu được định giá và chia đôi tài sản này vì căn hộ là tài sản riêng của anh A trước khi kết hôn.",3
"Câu 10. Từ năm 2010, quan hệ vợ chồng anh Cao Bá H và chị Trần Thị T phát sinh mâu thuẫn. Sau nhiều năm nỗ lực hàn gắn mâu thuẫn nhưng bất thành, ngày 12/3/2017, chị T làm đơn xin ly hôn. Tài sản chung của vợ chồng gồm: 01 xe Lead, 01 xe Wave, căn hộ tập thể tầng 5 rộng 30 m2 cùng một số đồ dùng vật dụng trong nhà trị giá khoảng 35 triệu đồng. Ngoài ra, anh H có vay của anh em trong nhà 120 triệu đồng, trong đó có 35 triệu đưa chị T dùng để sửa nhà và 85 triệu anh trả nợ do thua cờ bạc? Vậy, khi ly hôn tài sản chung của anh chị được xác định như thế nào?
","Khi ly hôn, tài sản chung của vợ chồng anh Cao Bá H và chị Trần Thị T sẽ được xác định và chia như sau:

1. Xe Lead và xe Wave: Các phương tiện này sẽ được chia đều cho cả hai bên, mỗi bên sở hữu một phần.

2. Căn hộ tập thể: Căn hộ này sẽ được chia như một phần cho mỗi bên, tuy nhiên nếu không thống nhất được việc sở hữu chung, có thể được bán đấu giá và tiền thu được sẽ được chia đều cho cả hai bên.

3. Đồ dùng trong nhà trị giá 35 triệu đồng: Đồ dùng này cũng sẽ được chia đều cho cả hai bên.

4. Số tiền vay của anh H: Số tiền 120 triệu đồng sẽ là trách nhiệm của anh H phải trả. Trong đó, 35 triệu đã được sử dụng để sửa nhà nên chị T cũng có thể có quyền lợi trong việc chia những gì đã được sửa chữa. Số tiền còn lại là 85 triệu đồng đã trả nợ cờ bạc, sẽ là trách nhiệm của anh H phải tự trả.

Tóm lại, tài sản chung của anh chị sau ly hôn sẽ được chia đều hoặc theo quy định pháp lý và thỏa thuận của cả hai bên.","Theo Điều 33 của Luật Hôn nhân và gia đình, tài sản chung của vợ chồng gồm tài sản do vợ, chồng tạo ra, thu nhập do lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân. Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được coi là tài sản chung.

Vậy nên, trong trường hợp ly hôn của anh H và chị T, tài sản chung bao gồm xe Lead, xe Wave, căn hộ tập thể tầng 5 rộng 30m2 cùng với số đồ dùng và vật dụng trong nhà trị giá khoảng 35 triệu đồng. Việc vay nợ và sử dụng số tiền vay cũng có thể được xem xét bởi Tòa án để xác định việc chia tài sản chung. Trong trường hợp này, số tiền 35 triệu đồng anh H đưa chị T dùng để sửa nhà có thể tính vào tài sản chung, trong khi số tiền 85 triệu đồng anh trả nợ do thua cờ bạc có thể được xem là trách nhiệm cá nhân của anh H.

Vui lòng lưu ý rằng quyết định cuối cùng về việc chia tài sản chung sẽ do Tòa án quyết định dựa trên các chứng cứ và thông tin cụ thể trong vụ án.",4
"Câu 11. Năm 1993, mẹ con anh M được giao 02 thửa đất trồng lúa có tổng diện tích là 450 m2 và 230 m2 đất trồng hoa màu. Tháng 12/1996, bà P mẹ anh M mất. Ngày 21/9/1998, anh M kết hôn với chị H. Năm 1999, xã giao thêm cho anh chị 225 m2 đất trồng hoa màu. Đến năm 2002, để phát triển sản xuất anh chị thuê thêm 1000m2 đất 10% của xã trong thời hạn 20 năm. Nhờ cần cù chịu khó làm ăn, anh chị đã xây được nhà cửa khang trang trên diện tích đất bà P để lại. Tuy nhiên, mâu thuẫn gia đình phát sinh khi chị H phát hiện anh M có quan hệ bất chính với chị Th ở xã bên và thường xuyên mang tiền của gia đình cho chị Th. Chị H muốn ly hôn chồng song không biết trong trường hợp của anh chị, tài sản chung của vợ chồng được xác định như thế nào?
","Theo quy định của pháp luật, tài sản chung của vợ chồng được xác định như sau:
1. Tài sản chung của vợ chồng gồm:
- Tài sản mà vợ chồng thu được trong thời gian hôn nhân và từ tài sản riêng của mỗi người chồng và vợ chồng.
- Tài sản mà vợ chồng chuyển đổi từ tài sản riêng hoặc từ tài sản riêng của từng bên.
- Các tài sản khác mà pháp luật coi là tài sản chung của vợ chồng.

2. Trường hợp ly hôn:
Khi vợ chồng ly hôn, tài sản chung sẽ được chia tách theo quy định của pháp luật. Trong trường hợp mâu thuẫn gia đình phát sinh và chị H muốn ly hôn chồng, tài sản chung của vợ chồng sẽ được chia tách công bằng giữa họ, bao gồm cả tài sản mà chồng vợ thu được từ hôn nhân, từ tài sản riêng của mỗi người và từ tài sản chung của họ.

Như vậy, trong trường hợp của anh chị M, tài sản chung của họ sẽ được chia tách theo quy định của pháp luật khi họ quyết định ly hôn.","Theo quy định của Luật Hôn nhân và Gia đình số 24/2014/QH13:

- Tài sản chung của vợ chồng bao gồm tài sản do vợ, chồng tạo ra, thu nhập do lao động, hoạt động sản xuất, kinh doanh, hoa lợi, lợi tức phát sinh từ tài sản riêng và thu nhập hợp pháp khác trong thời kỳ hôn nhân. Trừ trường hợp được quy định khác tại Điều 40 của Luật này. Tài sản mà vợ chồng được thừa kế chung hoặc được tặng cho chung và tài sản khác mà vợ chồng thỏa thuận là tài sản chung.

- Quyền sử dụng đất mà vợ, chồng có được sau khi kết hôn là tài sản chung của vợ chồng, trừ trường hợp vợ hoặc chồng được thừa kế riêng, được tặng cho riêng hoặc có được thông qua giao dịch bằng tài sản riêng.

Trong trường hợp mâu thuẫn gia đình phát sinh và chị H muốn ly hôn chồng, tài sản chung của vợ chồng sẽ được xác định như sau:

- Phần tài sản của vợ chồng trong khối tài sản chung của gia đình sẽ được chia một phần căn cứ vào công sức đóng góp của vợ chồng vào việc tạo lập, duy trì, phát triển khối tài sản chung cũng như vào đời sống chung của gia đình. Việc chia một phần trong khối tài sản chung do vợ chồng thỏa thuận với gia đình; nếu không thỏa thuận được thì yêu cầu Tòa án giải quyết.

- Trong trường hợp tài sản của vợ chồng trong khối tài sản chung của gia đình có thể xác định được theo phần, khi ly hôn, phần tài sản của vợ chồng sẽ được trích ra từ khối tài sản chung để chia theo quy định tại Điều 59 của Luật này.

Do đó, để xác định tài sản chung của vợ chồng trong trường hợp này, cần xem xét các thông tin cụ thể và tiến hành phân chia theo quy định của Luật Hôn nhân và Gia đình.",4
"Câu 12. Vợ chồng tôi kết hôn năm 1998. Năm 2006, mẹ chồng tôi qua đời và có di chúc để lại ngôi nhà số 125 đường PKB, quận BĐ, thành phố HN cho vợ chồng tôi. Xin hỏi, nay vợ chồng tôi ly hôn thì ngôi nhà này có được tính vào khối tài sản thuộc sở hữu chung của vợ chồng tôi hay không?
","Theo luật hôn nhân không có sự sắp xếp khác nào của vợ chồng, khi họ ly hôn, tất cả tài sản mà họ sở hữu cùng nhau trong thời gian hôn nhân đều được coi là tài sản chung và sẽ được chia đều giữa họ. Do đó, ngôi nhà số 125 đường PKB, quận BĐ, thành phố HN sẽ được tính vào khối tài sản thuộc sở hữu chung của vợ chồng tôi và sẽ phải được chia đều giữa họ khi họ ly hôn.","Theo Điều 32 của Bộ luật Dân sự số 33/2005/QH11, được sửa đổi và bổ sung bởi Luật sửa đổi và bổ sung một số điều của Bộ luật Dân sự năm 2014, quy định về tài sản riêng của mỗi bên trong hôn nhân, ngôi nhà được thừa kế theo di chúc từ bên nào không nằm trong tài sản riêng của bên kia. Do đó, nếu ngôi nhà số 125 đường PKB là tài sản được thừa kế từ mẹ chồng của bạn, thì nó không được tính vào khối tài sản thuộc sở hữu chung của vợ chồng bạn theo quy định của pháp luật.",2
"Câu 13. Năm 2010, vợ chồng tôi có mua 150 m2 đất trong ngõ rộng 2,5 m tại phố X, cách mặt đường khoảng 10m với giá 150 triệu đồng (tương đương 30 lượng vàng). Năm 2010, Nhà nước thực hiện mở rộng đường nên diện tích đất trên trở thành đất mặt đường với giá trị tăng lên gấp mấy lần. Nay do quan hệ vợ chồng tôi mâu thuẫn không thể hàn gắn được nên tôi muốn ly hôn và vào Nam sinh sống. Tuy nhiên,vợ chồng tôi không thống nhất được việc chia mảnh đất trên bởi chồng tôi chỉ đồng ý trả 75 triệu đồng vì anh cho rằng khi mua giá chỉ có 150 triệu đồng, vợ chồng chia đôi mỗi người một nửa? Xin hỏi, pháp luật quy định như thế nào về việc xác định giá trị tài sản khi ly hôn?
","Theo pháp luật Việt Nam, khi ly hôn, tài sản được chia thành ba loại: tài sản riêng của mỗi bên, tài sản chung và tài sản tương đương. Trong trường hợp này, diện tích đất mà vợ chồng đã mua và đang sở hữu trước khi ly hôn sẽ được xem xét là tài sản chung. 

Khi diện tích đất trên trở thành đất mặt đường với giá trị tăng lên, giá trị của tài sản chung này sẽ được xác định theo giá trị hiện tại (gấp mấy lần so với khi mua). Do đó, vợ chồng không thể đơn giản chia đôi giá trị ban đầu của đất mà cần xem xét giá trị tài sản hiện tại.

Trong trường hợp không thống nhất về vấn đề chia tài sản, vợ chồng cần đến trước toà án để xác định và quyết định việc chia tài sản một cách công bằng và hợp lý. Đến toà án, tất cả các bằng chứng, chứng cứ về giá trị tài sản sẽ được xem xét để đưa ra quyết định cuối cùng đảm bảo quyền lợi cho cả hai bên.","Theo Điều 61 của Luật Hôn nhân và Gia đình số 24/2014/QH13, trong trường hợp vợ chồng sống chung với gia đình mà tài sản của vợ chồng trong khối tài sản chung của gia đình có thể xác định được theo phần thì khi ly hôn, phần tài sản của vợ chồng được trích ra từ khối tài sản chung để chia theo quy định tại Điều 59 của Luật này.

Trong trường hợp của bạn, mảnh đất mua vào năm 2010 có giá trị ban đầu là 150 triệu đồng, tuy nhiên sau đó giá trị tăng lên do Nhà nước mở rộng đường. Khi ly hôn, mảnh đất này phải được xác định giá trị hiện tại và sau đó chia theo quy định của pháp luật.

Nếu chồng bạn chỉ đồng ý trả 75 triệu đồng vì lý do giá mua ban đầu chỉ là 150 triệu đồng, bạn có thể yêu cầu việc xác định giá trị thực của mảnh đất hiện tại dựa trên quy định của pháp luật. Nếu không thể thỏa thuận được, vợ chồng có quyền yêu cầu Tòa án giải quyết việc chia tài sản chung của vợ chồng theo quy định tại Điều 61 của Luật Hôn nhân và Gia đình.

Vì vậy, bạn có quyền yêu cầu chồng xác định giá trị công bằng của mảnh đất và tham gia vào quy trình chia tài sản chung khi ly hôn theo quy định của pháp luật.",4
"Câu 14. Sau khi lấy chồng, tôi nghỉ phụ việc bán hàng để ở nhà chăm sóc gia đình, sinh con đẻ cái. Mâu thuẫn vợ chồng tôi phát sinh khi tôi phát hiện chồng có người phụ nữ khác bên ngoài và có một bé trai 5 tháng tuổi. Vừa qua, chồng tôi về nhà yêu cầu ly hôn. Anh đồng ý cho tôi nuôi hai con, hàng tháng chu cấp nuôi con 09 triệu đồng. Về tài sản, anh chia cho tôi 50 triệu đồng vì cho rằng tôi chỉ ở nhà, không kiếm ra tiền, toàn bộ tài sản trong nhà có được là do anh vất vả làm ra nên là tài sản của riêng anh. Hỏi, quan điểm của chồng tôi như vậy có đúng không?
","Quan điểm của chồng bạn không chính xác. Theo pháp luật, cả hai vợ chồng sẽ chia đều tài sản chung trong quá trình hôn nhân, bất kể vợ có làm việc ngoài hay ở nhà. Ngoài ra, việc chồng chỉ chu cấp 09 triệu đồng mỗi tháng để nuôi con cũng không đủ để đảm bảo cuộc sống cơ bản cho các con. Bạn cần tìm đến luật sư để được tư vấn và bảo vệ quyền lợi của mình trong trường hợp ly hôn này.","Theo Luật Hôn nhân và Gia đình nước ta, tài sản chung trong thời kỳ hôn nhân được chia đều giữa hai bên trong trường hợp hôn nhân về phần cơ bản (Điều 31 Bộ Luật Dân sự). Trường hợp chồng và vợ thỏa thuận mức cấp dưỡng cho con chung sau khi ly hôn không được phép quá thấp, không đủ để nuôi dưỡng và phát triển tốt các con (Điều 82 Bộ Luật Dân sự).

Do đó, quan điểm của chồng bạn rằng toàn bộ tài sản trong nhà là của anh và chỉ chia cho bạn 50 triệu đồng không phản ánh đúng quy định của pháp luật. Bạn cần tìm đến cơ quan pháp luật hoặc luật sư để được tư vấn và bảo vệ quyền lợi của mình theo quy định của luật pháp.",2
"Câu 15. Sau khi kết hôn, vợ chồng chị A, anh B được bố mẹ đẻ anh B cho 100m2 đất để cất nhà ra ở riêng (diện tích đất này hiện vẫn do bố mẹ anh B đứng tên vì ông bà mới chỉ tuyên bố cho mà chưa làm bất cứ thủ tục pháp lý nào). Cuối năm 2010, anh chị xây nhà trên mảnh đất do bố mẹ chị A cho chị A tiền mua trước khi kết hôn (Giấy chứng nhận quyền sử dụng đất đứng tên chị A) để cho thuê. Gần một năm nay, quan hệ vợ chồng anh B, chị A ngày càng mâu thuẫn trầm trọng. Chị A muốn ly hôn nhưng chị không biết khi ly hôn tài sản chung của anh chị sẽ được chia như thế nào?
","Trong trường hợp này, mảnh đất do bố mẹ anh B tặng cho anh B sau khi kết hôn được coi là tài sản riêng của anh B, không phải là tài sản chung của vợ chồng. Do đó, khi ly hôn, mảnh đất này sẽ thuộc về anh B và không được chia cho chị A.

Tuy nhiên, nhà mà chị A xây trên mảnh đất này sẽ có thể được coi là tài sản chung của vợ chồng anh B, chị A do được xây dựng từ tiền cưới của chị A trước khi kết hôn. Khi ly hôn, nhà này sẽ phải được chia tài sản giữa anh chị theo quy định của pháp luật về tài sản chung của vợ chồng.","Theo điều 62 của Luật Hôn nhân và Gia đình của Việt Nam, tài sản chung của vợ chồng khi ly hôn sẽ được chia như sau:
1. Quyền sử dụng đất là tài sản riêng của bên nào thì khi ly hôn vẫn thuộc về bên đó.
2. Việc chia quyền sử dụng đất là tài sản chung của vợ chồng khi ly hôn được thực hiện theo quy định cụ thể, bao gồm:
   - Nếu cả hai bên đều có nhu cầu và có điều kiện trực tiếp sử dụng đất thì được chia theo thỏa thuận của hai bên; nếu không thỏa thuận được thì yêu cầu Tòa án giải quyết.
   - Trong trường hợp chỉ một bên có nhu cầu và có điều kiện trực tiếp sử dụng đất thì bên đó được tiếp tục sử dụng nhưng phải thanh toán cho bên kia phần giá trị quyền sử dụng đất mà họ được hưởng.
   - Đối với đất nông nghiệp trồng cây lâu năm, đất lâm nghiệp để trồng rừng, đất ở thì được chia theo quy định tại Luật Hôn nhân và Gia đình.

Do đó, trong trường hợp của chị A và anh B, khi ly hôn, việc chia quyền sử dụng đất sẽ tuân theo các quy định của pháp luật về tài sản chung và tài sản riêng của vợ chồng. Để xác định rõ hơn về việc chia tài sản chung trong trường hợp này, chị A nên tham vấn ý kiến của một luật sư chuyên nghiệp để được hướng dẫn cụ thể và đầy đủ hơn.",2
